WSAW,PO/LOT,Comment,Wafer id,TTV,Warp,Entry Warp 10mm,Entry Warp 20mm,Entry Warp 30mm,Exit Warp 10mm,Exit Warp 20mm,Exit Warp 30mm,Wav ind,Entry wav,Exit wav,Bow
,,,PEC14AJ0820,7.25,11.33,2.68,3.65,4.57,-1.55,1.77,2.06,1.73,1.17,0.89,-1.35
,,,PEC14AJ0908,7.43,10.74,3.01,3.95,5.41,0.89,3.14,3.6,1.73,1.24,0.76,-1.81
WSAWB20,INL-QX-BBB,006*29.5*TM1050 * A-918*Wire-03*0012*22080702,PEC14AG0120,8.55,10.37,5,8.23,8.89,-2.48,-2.48,-2.48,1.79,1.37,0.83,0.64
2022/8/8 05:12,PEC14AG,,PEC14AG0320,8.5,8.92,3.79,7.45,7.85,-1.06,-1.06,-1.35,1.73,0.89,0.65,-0.24
,,,PEC14AG0520,8.98,8.37,4.12,6.28,6.89,-0.66,-0.98,-1.39,1.8,0.94,0.59,-0.99
,,,PEC14AG0720,9.31,8.88,3.18,4.77,5.32,-0.88,-1.61,-2.26,1.9,0.87,0.71,-1.76
,,,PEC14AG0920,10.35,7.96,1.64,3.83,5.04,0.61,-1.18,-2.11,1.77,0.61,0.7,-1.86
,,,PEC14AG1108,10.16,8.5,2.12,4.41,5.07,2.11,2.28,2.28,1.65,0.76,0.62,-2.72
WSAWB20,IME-QX-23K,005*34.1*TM1050 * A-909*Wire-02*0025*22080602,PBIETAE0120,8.96,12.19,2.91,3.55,-3.82,1.86,2.68,2.68,1.61,0.99,1.22,-1.22
2022/8/7 10:57,PBIETAE,,PBIETAE0320,9.51,11.36,2.51,3.48,3.48,2.5,3.18,3.77,1.41,0.57,0.84,-2.15
,,,PBIETAE0620,10.24,10.63,1.18,-1.9,-2.2,1.92,2.66,2.72,1.33,0.57,0.76,-0.97
,,,PBIETAE0820,12.4,11.54,-1.22,1.53,-1.69,-5.55,-5.55,-5.55,1.97,0.83,0.77,1.38
,,,PBIETAE1120,11.54,10.22,-1.88,-2.63,3.32,1.33,1.69,1.69,2.67,1.27,1.44,1.9
,,,PBIETAE1308,13.55,14.5,-1.02,-2.04,2.1,4.83,6.02,6.02,2.11,0.62,0.75,-0.98
WSAWB20,GSM-QY-AEH,004*36.7*TM1050 * A-899*Wire-01*0033*22080502,PCD9WAB0120,8.77,17.2,2.93,2.93,2.93,-1.7,-3.08,-5.15,1.53,1.13,0.97,-3.43
2022/8/6 17:00,PCD9WAB,,PCD9WAB0320,9.78,17.66,3.29,4.08,4.08,-0.9,-1.85,-3.19,1.92,1,0.87,-3.99
,,,PCD9WAB0620,10.63,17.11,1.77,3.27,3.27,0.81,-0.87,-1.68,2.66,0.9,0.67,-3.44
,,,PCD9WAB0820,11.58,17.91,1.32,2.66,-3.38,-0.85,-1.02,-2.09,2.5,1.16,0.68,-4.06
,,,PCD9WAB1120,13.76,15.08,0.96,3.08,3.49,-0.79,-1.13,-2.05,3.41,1.06,1.08,-1.87
,,,PCD9WAB1301,18.27,17.74,1.26,2.55,-3.42,-4.53,-4.61,-6.54,2.2,0.81,0.65,-2.53
WSAWB20,SMA-QY-79B,002*29.5*TM1050 *New (P1) -774*Wire-02*0018*22080401,PAJFFAG0120,8.14,10.31,3.07,3.07,3.07,-2.07,-2.07,-2.07,0.76,0.52,0.43,-0.6
2022/8/5 05:16,PAJFFAG,,PAJFFAG0320,9.1,12.45,4.05,4.25,4.25,-1.45,-2.2,-2.29,1.03,0.68,0.47,-1.38
,,,PAJFFAG0520,8.62,14.14,4.48,4.56,-5.06,-0.99,-3.32,-3.82,1.25,0.94,0.98,-1.44
,,,PAJFFAG0720,8.45,17.8,3.93,3.95,-6.35,-1.4,-5.02,-6.85,1.37,0.97,1.14,-2.29
,,,PAJFFAG0920,10,17.93,3.99,3.99,-5.4,1.01,-5.3,-7.29,1.53,1.27,1.43,-3.26
,,,PAJFFAG1108,8.76,16.82,3.37,3.4,-3.83,4.15,4.15,-6.15,1.35,0.85,1.35,-3.33
WSAWB20,TSM-QY-01B,003*28.3*TM1050 *New (P1) -791*Wire-03*0043*22080502,PAJFDAA0120,9.61,17.88,3.92,3.92,3.92,-1.4,-2.65,-3.79,1.76,0.85,0.77,-7.49
2022/8/5 22:58,PAJFDAA,,PAJFDAA0320,9.98,20.1,3.63,3.63,3.63,-0.82,-2.17,-2.71,2.75,0.95,0.74,-9.08
,,,PAJFDAA0520,10.35,23.24,4.36,-4.39,-4.39,1.86,1.86,-2.18,3.33,1.08,0.64,-9.99
,,,PAJFDAA0720,10.16,26.37,3.51,-4,-4,1.71,1.71,-1.91,4.07,1.79,0.48,-12.16
,,,PAJFDAA0920,10.67,26.58,2.88,2.88,2.88,1.61,1.61,-3.11,4.57,2.16,0.49,-12.46
,,,PAJFDAA1101,10.38,23.22,3.79,3.79,3.79,3.62,3.64,3.64,3.82,1.69,0.86,-11.5
WSAWB20,T01-QC-XT1,001*24.5*TM1050 *New (P1) -752*Wire-01*0032*22080301,NJJCWAD0120,7.99,6.69,1.85,-2.72,-2.72,-3.3,-5.38,-5.38,0.6,0.6,0.36,-1.74
2022/8/4 13:24,NJJCWAD,,NJJCWAD0220,8.4,8.69,2.35,-2.39,-2.39,-2.35,-4.05,-4.09,0.68,0.48,0.3,-1.25
,,,NJJCWAD0420,7.77,11.77,1.6,-2.35,-2.35,-2.93,-5.98,-6.48,0.63,0.42,0.48,-0.62
,,,NJJCWAD0620,7.07,15.47,-1.61,-2.01,-2.14,-3.49,-7.65,-9.27,0.91,0.33,0.72,1.03
,,,NJJCWAD0820,9.26,16.59,1.22,-1.3,1.37,-3.4,-7.86,-10.18,0.89,0.34,0.82,1.53
,,,NJJCWAD0908,7.69,18.64,1.45,-2.35,-2.35,-2.74,-7.09,-9.96,1,0.54,0.96,2
WSAWB20,INF-QX-99B,046*28.7*TM860 *New (P1) -736*Wire-03*0018*22080203,PJHX8AA0120,11.9,8.44,1.93,1.96,1.96,1.98,3.61,4.76,0.76,0.38,0.37,-2.2
2022/8/3 08:47,PJHX8AA,,PJHX8AA0320,12.59,9.42,1.67,1.91,2.01,2.29,3.63,5.06,0.96,0.69,0.3,-0.29
,,,PJHX8AA0520,14.36,9.87,1.25,-1.66,-1.66,4.55,5.2,6.63,1.04,0.78,0.44,-2.47
,,,PJHX8AA0720,16.29,11.32,-1.67,-2.61,-2.97,2.68,3.82,5.68,1.33,1.1,0.51,-0.52
,,,PJHX8AA0920,15.12,13.98,-1.75,-2.68,-3.19,2.17,3.84,4.68,1.88,1.5,0.44,0.57
,,,PJHX8AA1101,14.09,16.14,-1.08,1.32,1.32,5.48,7.51,8.49,2.74,1.61,0.7,1.22
WSAWB20,TSM-QX-20K,045*23.9*TM860 * A-847*Wire-02*0112*22080202,PJC3EAJ0120,8.05,6.94,3.62,4.12,4.12,1.98,5.64,6.24,0.81,0.41,0.81,-0.49
2022/8/2 17:40,PJC3EAJ,,PJC3EAJ0220,8.42,5.04,3.48,3.9,3.97,1.51,3.66,4.92,0.6,0.38,0.43,-1.14
,,,PJC3EAJ0420,8.78,6.87,3.61,4.16,4.71,1.96,3.9,4.95,0.55,0.54,0.59,-1.54
,,,PJC3EAJ0620,9.16,9.61,1.85,2.33,2.62,3.05,6.09,6.63,0.88,0.32,0.88,-1.92
,,,PJC3EAJ0820,8.9,10.87,0.74,1.09,1.21,3.86,6.71,6.74,0.82,0.39,0.82,-3.5
,,,PJC3EAJ0908,9.21,10.84,1.87,2.54,2.8,6.45,9.16,9.16,1.02,0.57,1.02,-3.55
WSAWB20,UMX-QC-05B,044*26.6*TM860 * A-837*Wire-01*0114*22080101,PFD50AF0120,9.03,6.81,3.87,4.03,5.04,-3.03,4.79,6.17,0.76,0.37,0.83,0.99
2022/8/2 02:39,PFD50AF,,PFD50AF0220,9.01,7.09,3.02,3.65,4.47,-1.41,3.89,5.08,0.55,0.31,0.58,0.42
,,,PFD50AF0420,8.71,6.57,3.18,3.52,4.35,2.5,4.71,5.96,0.69,0.3,0.69,0.3
,,,PFD50AF0620,9.68,7.37,2.42,2.59,3.6,3.13,5.54,7.2,0.64,0.18,0.64,-0.43
,,,PFD50AF0820,8.9,8.32,1.08,1.15,1.77,2.59,5.9,6.14,0.79,0.22,0.79,-1.51
,,,PFD50AF1008,10.97,12.25,1.4,1.85,-3.06,5.71,9.56,9.56,3,3,1.07,-2.22
WSAWB20,UMC-QC-L2B,043*30.3*TM860 * A-827*Wire-03*0016*22073102,PEGCVAH0115,8.89,7.1,2.22,2.22,2.22,1.29,2.81,2.81,0.97,0.39,0.82,-0.24
2022/8/1 11:23,PEGCVAH,,PEGCVAH0320,14.15,18.13,2.04,2.04,2.04,2.56,5.81,6.1,4.77,3.4,1.09,-1.65
,,,PEGCVAH0520,9.14,11.76,1.13,-1.36,-2.45,2.45,8.03,8.94,1.57,0.33,1.57,-1.59
,,,PEGCVAH0720,8.29,9.67,-1.65,-2.06,-4.55,2.2,7.46,8.28,1.66,0.56,1.66,-2.46
,,,PEGCVAH0920,8.67,17.2,-1.82,-2.08,-2.69,2.63,5.63,5.68,3.02,3.02,0.77,-0.7
,,,PEGCVAH1120,10.09,8.1,-1.34,-3.69,4.61,6.9,7.5,7.5,1.16,0.81,1.16,-1.58
WSAWB20,TSM-QX-20K,041*29.1*TM860 * A-807*Wire-01*0107*22073003,PJEY1AE0120,8.63,8.45,1,-1.7,-2.34,1.85,1.91,2.32,0.51,0.31,0.34,-2.09
2022/7/31 05:07,PJEY1AE,,PJEY1AE0320,9.33,7.72,-0.88,-1.99,-1.99,2.09,2.09,2.09,0.51,0.32,0.37,-2.57
,,,PJEY1AE0520,8.53,8.64,-1.04,-2.2,-2.41,2.51,2.51,2.99,0.53,0.41,0.53,-2.68
,,,PJEY1AE0720,9.1,10.65,-2.9,-4.53,-4.86,0.98,1.25,1.96,0.6,0.6,0.39,-2.9
,,,PJEY1AE0920,8.83,9.06,-3.56,-5.05,-5.05,1.67,2.03,2.44,0.58,0.63,0.46,-2.48
,,,PJEY1AE1108,10.9,9.06,-1.72,-3.05,-3.05,6.2,7.23,7.23,0.96,0.55,0.96,-3.08
WSAWB20,UMX-QC-05B,042*26.9*TM860 * A-819*Wire-02*0043*22073102,PFD50AA0120,8.24,6.78,1.69,1.69,1.69,-2.42,3.25,3.96,0.73,0.38,0.73,-0.49
2022/7/31 20:48,PFD50AA,,PFD50AA0220,9.01,6.14,1.56,1.74,2.21,-1.39,2.31,3.37,0.47,0.31,0.42,-0.91
,,,PFD50AA0420,8.24,5.14,1.18,1.18,1.18,2.57,3.54,4.82,0.61,0.3,0.61,-1.18
,,,PFD50AA0620,8.41,5.63,0.83,-0.87,-0.87,2.78,3.65,4.56,0.49,0.23,0.49,-1.24
,,,PFD50AA0820,8.62,5.9,-0.34,-0.59,0.72,1.6,3.4,3.59,0.71,0.13,0.71,-1.22
,,,PFD50AA1020,10.12,13.15,1.64,3.39,3.99,12.73,15.73,15.73,2.24,1.12,2.24,-1.76
WSAWB20,UMC-QC-59K,040*28.9*TM860 * A-800*Wire-03*0037*22072902,PIB5EAA0120,8.56,10.82,1.3,-3.01,-4.39,-1.32,2.85,2.96,0.64,0.57,0.6,-1.66
2022/7/30 13:46,PIB5EAA,,PIB5EAA0320,8.42,10.53,-1.11,-2.12,-3.34,2,2.14,2.14,0.71,0.71,0.37,-2.22
,,,PIB5EAA0520,8.36,11.05,-1.37,-3.39,-3.88,2.47,3.47,3.74,0.61,0.5,0.42,-2.91
,,,PIB5EAA0720,8.39,13.58,-2.25,-4.38,-5.19,1.7,3.13,3.35,0.68,0.65,0.38,-2.78
,,,PIB5EAA0920,8.84,13.05,-3.68,-4.72,-5.88,1.4,2.66,2.66,0.78,0.7,0.46,-2.63
,,,PIB5EAA1108,9.99,13.19,-3.07,-4.1,-5.57,7.79,8.77,8.77,0.99,0.86,0.99,-3.21
WSAWB20,UMC-QC-59K,038*30.3*TM860 * A-783*Wire-01*0103*22072802,PIB5DAA0120,10,7.02,2.28,2.68,2.68,1.98,3.99,4.73,0.73,0.39,0.56,-0.43
2022/7/29 07:52,PIB5DAA,,PIB5DAA0320,9.5,6.97,1.84,2.31,2.89,2.94,3.45,3.84,0.59,0.37,0.42,-1.06
,,,PIB5DAA0520,11.07,8.28,1.09,1.3,1.42,2.78,4.19,5.99,0.66,0.29,0.47,-0.92
,,,PIB5DAA0820,11.73,9,-1.33,-1.41,-1.86,1.39,1.56,2.3,0.69,0.57,0.36,-1.8
,,,PIB5DAA1020,10.72,7.07,-1.77,-2.15,-2.15,2.08,2.08,2.08,0.9,0.76,0.27,-1.74
,,,PIB5DAA1201,11.65,7.58,-1.14,1.59,3.17,6.69,7.09,7.09,0.95,0.83,0.95,-2.53
WSAWB20,DEV-QC-57M,039*30.6*TM860 * A-791*Wire-02*0191*22072901,PEICBAH0120,8.93,7.79,2.44,2.44,2.44,1.48,2.09,4.1,0.76,0.38,0.75,0.12
2022/7/29 22:54,PEICBAH,,PEICBAH0320,9.8,7.79,1.72,1.72,-1.79,1.54,1.79,2.18,0.71,0.42,0.33,-0.89
,,,PEICBAH0520,10.83,8,1.56,-1.78,-2.12,1.01,2.01,4.25,0.78,0.31,0.78,-1.17
,,,PEICBAH0720,9.96,8.28,-1.46,-2.62,-2.95,1.31,1.68,2.81,0.6,0.36,0.6,-1.15
,,,PEICBAH0920,9.4,7.69,-1.94,-3.37,-3.54,1.79,2.25,2.58,0.58,0.39,0.58,-1.29
,,,PEICBAH1120,9.68,9.98,-1.44,-1.96,-1.96,7.58,8.93,8.93,1.34,0.63,1.34,-2.84
WSAWB20,TSM-QX-20K,036*25.1*TM860 *Mix-767*Wire-02*0112*22072702,PJBADAJ0120,7.65,8.79,1.63,2.46,2.63,1.64,3.14,4.36,1.22,0.41,0.79,0.86
2022/7/28 02:17,PJBADAJ,,PJBADAJ0320,8.15,8.58,1.07,1.76,1.76,2.15,3.33,3.65,0.88,0.33,0.51,-0.21
,,,PJBADAJ0520,8.41,6.75,0.88,1.74,1.74,1.61,3.93,4.72,0.86,0.35,0.73,-0.43
,,,PJBADAJ0620,8.11,7.49,0.39,1.23,1.23,2.29,4.46,5.78,0.78,0.22,0.65,-0.89
,,,PJBADAJ0820,7.68,7.55,-0.76,1.15,1.56,2.9,4.73,5.53,0.61,0.2,0.49,-1.16
,,,PJBADAJ1001,9.42,13.13,1.36,2.74,3.29,9.42,11.83,11.83,1.19,0.49,1.19,-1.45
WSAWB20,UMC-QC-59K,037*28.8*TM860 * A-773*Wire-03*0011*22072802,PEICAAD0120,8.43,9.79,-1.1,-1.92,-1.92,-2.34,2.43,2.99,0.75,0.75,0.66,-1.92
2022/7/28 16:48,PEICAAD,,PEICAAD0320,8.23,9.27,-0.89,-1.74,1.98,2,2.27,-2.35,0.74,0.74,0.54,-2.74
,,,PEICAAD0520,8.61,8.43,-1.43,-2.31,-2.31,1.57,2.48,3.41,0.72,0.72,0.3,-2.35
,,,PEICAAD0720,8.4,9.94,-2.25,-3.11,-3.11,-0.95,1.46,1.79,0.77,0.77,0.2,-2.93
,,,PEICAAD0920,8.79,8.78,-3,-3.85,-3.85,1.47,1.67,2.21,1.01,1.01,0.38,-2.33
,,,PEICAAD1108,9.29,11.45,-1.42,-1.42,3.35,7.79,9.25,9.25,1.24,1.24,0.96,-3.28
WSAWB20,TSM-QX-20K,035*27.8*TM860 * A-757*Wire-01*0048*22072602,PJBACAK0120,8.42,8.45,-0.84,-1.93,-3.86,0.86,2.95,2.95,0.89,0.55,0.63,-2.57
2022/7/27 11:24,PJBACAK,,PJBACAK0220,8.41,8.43,-1.26,-1.97,-4.54,2.19,2.88,2.88,0.96,0.72,0.4,-2.44
,,,PJBACAK0420,8.21,6.71,-1.2,-2.09,-4.13,2.25,3.92,3.92,0.94,0.56,0.68,-1.63
,,,PJBACAK0620,7.97,8.01,-2.23,-3.1,-5.15,1.48,2.52,3.03,0.88,0.62,0.55,-2.12
,,,PJBACAK0820,8.14,8.96,-3.38,-4.76,-7.38,2.01,2.74,3.23,0.87,0.84,0.39,-2.23
,,,PJBACAK1020,9.06,7.52,-2.67,-3.18,-5.8,4.18,4.91,4.91,0.99,0.71,0.57,-2.68
WSAWB20,GSM-QY-APF,034*26.1*TM860 * A-750*Wire-03*0021*22072602,PEJM6AI0120,7.68,10.86,3.51,-3.68,-3.78,-1.44,4.63,6.7,1.77,0.72,1.77,-1.79
2022/7/26 20:46,PEJM6AI,,PEJM6AI0220,7.96,13.04,2.71,-4.36,-4.42,0.62,2.76,4.63,1.09,0.78,1.09,-1.12
,,,PEJM6AI0420,9.13,12.28,1.95,-4.02,-4.02,2.75,4.28,5.05,0.74,0.53,0.74,-0.63
,,,PEJM6AI0620,8.25,13,-1.37,-3.95,-3.95,3.42,4.53,4.84,0.83,0.66,0.58,-1.19
,,,PEJM6AI0820,8.15,14.33,-1.74,-4.52,-4.52,3.1,4.4,4.4,0.93,0.78,0.71,-0.94
,,,PEJM6AI1008,8.72,11.93,-2.2,-4.2,-4.2,4.46,6.25,6.25,1.19,0.96,1.19,-2.11
WSAWB20,TSM-QX-S4F,031*32.4*TM860 * A-727*Wire-03*0102*22072402,PID8PAK0120,9.69,10.18,-1.49,-2.64,-5.23,-0.99,2.11,2.11,0.74,0.49,0.6,-0.21
2022/7/24 23:24,PID8PAK,,PID8PAK0320,10.69,9.42,1.29,-2.62,-5.1,2.46,2.74,3.05,0.97,0.36,0.81,-0.5
,,,PID8PAK0520,9.16,13.58,-1.37,-3.14,-4.94,1.68,2.37,3.69,1.98,0.4,1.64,0.6
,,,PID8PAK0820,8.71,15.57,-2.23,-4.38,-5.13,-1.81,2.55,-4.13,2.85,0.56,2.25,-0.02
,,,PID8PAK1020,8.98,16.59,-3.56,-4.18,-5.2,-1,1.9,-4.23,2.73,0.4,2.15,-0.05
,,,PID8PAK1208,10.41,10.39,-2.64,-2.87,-2.87,5.33,6.62,6.62,1.83,0.42,1.38,-0.47
WSAWB20,TSM-QX-20K,030*32.4*TM860 * A-721*Wire-02*0114*22072302,PHIXXAK0120,9.17,10.96,-0.94,-2.95,-4.53,2.22,3.62,3.62,0.87,0.34,0.87,-1.73
2022/7/24 07:49,PHIXXAK,,PHIXXAK0320,9.59,7.74,1.01,-2.76,-3.59,1.21,1.53,1.53,0.52,0.31,0.28,-1.32
,,,PHIXXAK0520,8.9,7.77,-1.11,-2.53,-2.74,1.62,2.09,2.42,0.37,0.31,0.3,-1.05
,,,PHIXXAK0720,8.71,8.15,-2.27,-4.25,-4.62,-1.71,-1.71,2.3,0.71,0.49,0.61,-1.34
,,,PHIXXAK0920,8.98,6.7,-1.92,-4.28,-4.78,-1.04,1.28,2.53,0.68,0.68,0.4,-1.35
,,,PHIXXAK1120,9.18,7.68,-1.75,-2.48,-2.48,3.91,4.12,4.12,0.93,0.58,0.93,-2.19
WSAWB20,TSM-QX-S4F,029*33.8*TM860 * A-713*Wire-01*0018*22072302,PGJXHAH0120,10.8,7.65,1.61,1.61,-2.77,1.25,2.93,3.07,0.92,0.17,0.92,-0.7
2022/7/23 16:27,PGJXHAH,,PGJXHAH0320,9.43,8.64,1.15,-1.89,-2.86,2.66,3.48,3.6,0.93,0.32,0.43,-0.09
,,,PGJXHAH0620,9.77,8.92,-2.1,-4.2,-4.2,3.48,4.02,4.04,0.95,0.91,0.45,-0.15
,,,PGJXHAH0820,13.15,8.2,-2.44,-3.65,4.61,1.81,1.81,1.81,1.89,1.71,0.38,-0.69
,,,PGJXHAH1120,9.3,6.77,-2.99,-5.41,-5.41,1.82,2.09,2.09,0.99,1,0.79,0.08
,,,PGJXHAH1301,10.53,7.9,1.98,3.41,4.73,7.92,8.95,8.95,1.27,0.82,1.27,-1.32
WSAWB20,TSM-QX-S4F,028*28.6*TM860 * A-705*Wire-03*0034*22072201,PGJXHAE0120,8.59,9.81,-1.41,-1.45,-3.1,0.93,2.95,2.99,0.83,0.35,0.83,-2.38
2022/7/23 02:02,PGJXHAE,,PGJXHAE0320,9.18,6.72,-1.59,-1.59,-1.87,0.93,2.38,2.38,0.82,0.33,0.78,-1.66
,,,PGJXHAE0520,9.1,6.29,-1.29,-1.36,-1.44,1.5,2.56,2.56,0.89,0.21,0.87,-1.65
,,,PGJXHAE0720,11.06,7.15,-2.57,-2.75,-2.75,0.78,2.04,2.04,1.24,0.93,1.24,-2.12
,,,PGJXHAE0920,11.45,8.11,-2.63,-2.95,-6.79,2,3.68,3.68,1.01,0.9,0.99,-2.08
,,,PGJXHAE1101,9.94,8.29,-2.1,-2.1,2.17,6.22,6.77,6.77,1.08,0.41,1.08,-2.7
WSAWB20,TSM-QX-20K,027*29*TM860 * A-697*Wire-01*0066*22072102,PHD22AE0120,8.24,15.2,-2.56,-4.02,-6.92,1.4,2.1,3.1,0.88,0.37,0.6,-3.33
2022/7/22 07:58,PHD22AE,,PHD22AE0320,8.54,12.17,-2.48,-3.49,-5.38,1.42,-1.79,1.94,0.91,0.34,0.49,-3.89
,,,PHD22AE0520,8.47,12.34,-2.58,-3.63,-4.92,2.38,-2.66,-2.89,0.74,0.46,0.71,-2.81
,,,PHD22AE0720,8.52,10.99,-3.42,-4.61,-5.78,1.46,-2.48,-3.25,1.33,0.32,1.31,-1.53
,,,PHD22AE0920,8.66,10.51,-4.03,-5.04,-5.93,0.88,-1.88,-3.12,1.55,0.41,1.55,-0.89
,,,PHD22AE1101,9.33,12.59,-3.3,-6.12,-12.9,-1.86,3.03,3.47,1.71,1.71,1.21,-1.55
WSAWB20,TSM-QX-20K,026*32.7*TM860 * A-689*Wire-01*0037*22072102,PJBAAAK0120,8.62,12.81,-2.32,-4.71,-5.62,-2.64,-2.64,-2.64,0.61,0.42,0.36,-1.81
2022/7/21 17:13,PJBAAAK,,PJBAAAK0320,9.26,10.8,-2.56,-4.04,-5.05,1.77,-2.68,-2.68,0.63,0.35,0.55,-1.33
,,,PJBAAAK0520,8.8,8.78,-2.43,-3.95,-4.25,2.5,3.29,3.29,0.49,0.38,0.47,-0.74
,,,PJBAAAK0820,8.83,9.62,-4.36,-6.09,-6.19,3.29,3.29,3.29,0.46,0.46,0.5,-1.28
,,,PJBAAAK1020,8.41,9.85,-4.16,-6.08,-6.61,4.36,4.51,4.51,0.54,0.48,0.58,-1.49
,,,PJBAAAK1208,9.4,10.51,-3.95,-6.08,-6.45,9.34,10.43,10.43,1.15,0.97,1.24,-2.06
WSAWB20,TSM-QX-S4F,025*34.3*TM860 * A-678*Wire-03*0117*22072001,PID8LAH0120,9.92,11.58,1.28,1.28,5.83,-1.96,2.05,2.05,1.45,1.45,0.68,-2.77
2022/7/21 02:00,PID8LAH,,PID8LAH0320,9.7,8.69,0.96,1.1,1.1,1.38,2.06,-2.56,0.58,0.41,0.58,-2.17
,,,PID8LAH0620,9.99,8.03,0.54,-0.88,-0.88,2.23,3.12,3.12,0.44,0.25,0.4,-1.57
,,,PID8LAH0820,9.26,8.32,-1.07,-1.88,-2.01,2.11,2.11,-2.51,0.68,0.44,0.47,-1.56
,,,PID8LAH1120,9.26,7.96,-2.09,-2.92,-2.92,1.97,1.97,-2,0.57,0.28,0.23,-1.44
,,,PID8LAH1308,10.35,10.23,1.33,5.01,6.8,7.31,9.72,9.78,1.14,1.14,1.06,-2.89
WSAWB20,TSM-QX-S4F,024*33*TM860 * A-670*Wire-02*0119*22071902,PID8KAK0120,9.82,11.85,1.96,3.14,4.91,-1.21,2.79,3.53,1.72,1.39,1.1,-2.31
2022/7/20 11:38,PID8KAK,,PID8KAK0320,10.24,6.69,2,2.08,2.18,2.78,3.31,3.31,0.57,0.33,0.57,-0.82
,,,PID8KAK0520,9.79,5.78,1.32,1.55,1.69,3.39,3.87,3.93,0.58,0.25,0.58,-1
,,,PID8KAK0820,9.25,7.23,-1.86,-2.28,-2.28,2.49,2.57,2.57,0.45,0.33,0.4,-1.36
,,,PID8KAK1020,8.81,6.6,-1.33,-1.89,-2.02,2.62,3.14,3.14,0.45,0.4,0.41,-1.17
,,,PID8KAK1220,12.14,12.84,2.01,2.76,6.7,10.71,13.06,13.71,1.47,1.47,1.22,-4.13
WSAWB20,TSM-QX-20K,022*34.2*TM860 * A-652*Wire-03*0009*22071801,PJD8XAJ0120,12.32,12.47,2.91,2.91,2.91,1.33,3.25,4.36,2.59,2.42,0.59,-3.03
2022/7/19 05:26,PJD8XAJ,,PJD8XAJ0320,10.42,9.01,2.74,3.29,3.29,3.57,4.54,5.24,1.66,1.25,0.52,-1.8
,,,PJD8XAJ0620,10.34,8.28,1.04,1.04,-2.13,3.27,3.94,3.98,1.62,1.3,0.46,-1.48
,,,PJD8XAJ0820,9.24,8.6,-1.02,-1.93,-3.24,2.17,2.17,2.62,1.69,1.44,0.28,-1.79
,,,PJD8XAJ1120,9.32,11.18,-0.99,-1.4,-2.69,1.83,1.85,2.44,1.63,1.43,0.41,-2.71
,,,PJD8XAJ1308,9.97,14.07,3.21,4.38,9.53,7.25,9.05,9.81,1.72,1.53,1.09,-4.28
WSAWB20,TSN-QX-GMK,023*31.3*TM860 * A-661*Wire-01*0117*22071902,PIC4MAK0120,8.44,11.96,0.69,-1.33,-2.13,-1.63,-1.63,2.26,0.58,0.49,0.56,-1.67
2022/7/19 20:27,PIC4MAK,,PIC4MAK0320,9.48,12.08,0.83,-1.17,-2.21,2.02,2.12,2.18,0.57,0.56,0.37,-1.43
,,,PIC4MAK0520,8.81,11.08,1.07,-1.72,-2.2,2.1,2.31,2.95,0.61,0.48,0.33,-1.36
,,,PIC4MAK0820,8.87,13.4,-2.1,-3.35,-4.21,2.38,2.38,2.64,0.59,0.55,0.22,-2.21
,,,PIC4MAK1020,8.69,11.13,-2.19,-3.71,-4.42,1.97,2.31,2.48,0.75,0.7,0.32,-2.07
,,,PIC4MAK1201,9.26,13,-1.12,-2.82,-7.57,6.13,6.9,7.08,1.23,1.19,0.83,-3.06
WSAWB20,TSM-QX-20K,021*32.6*TM860 * A-647*Wire-02*0201*22071801,PIE8LAK0120,10.8,6.73,1.33,1.49,2.53,1.5,2.95,4.01,0.97,0.42,0.76,-0.34
2022/7/18 14:16,PIE8LAK,,PIE8LAK0320,9.68,6.68,2.2,-3.32,-3.32,2.2,2.2,2.61,0.7,0.51,0.29,-0.2
,,,PIE8LAK0620,9.47,6.24,-0.6,-1.7,-1.75,1.99,1.99,2.3,0.67,0.25,0.23,-0.62
,,,PIE8LAK0820,10.47,6.39,-1.48,-3.7,-3.7,1.17,1.17,1.33,0.63,0.49,0.32,-1.25
,,,PIE8LAK1120,9.56,7.62,-1.26,-1.8,-1.8,2.49,2.49,2.53,0.72,0.31,0.41,-1.39
,,,PIE8LAK1301,12.16,9.72,2.39,3.35,5.23,6.63,8.75,8.99,1.23,0.34,1.23,-3.12
WSAWB20,IMC-QX-15P,020*33.6*TM860 * A-638*Wire-01*0058*22071701,PBIESAE0120,12.45,6.82,1.34,-1.35,2.18,0.4,1.11,1.68,0.68,0.64,0.36,-1.34
2022/7/17 23:50,PBIESAE,,PBIESAE0320,10.17,7.27,-0.51,-1.19,-2.08,2.02,2.13,2.13,0.44,0.32,0.25,-1.97
,,,PBIESAE0620,9.95,6.86,-1.23,-1.82,-1.82,2.07,2.07,2.07,0.56,0.23,0.51,-1.47
,,,PBIESAE0820,10.11,7.58,-2.62,-3.39,-4.15,1.57,1.72,1.72,0.48,0.16,0.34,-1.59
,,,PBIESAE1120,9.48,6.88,-2.79,-3.17,-3.5,0.67,-1.52,-2.62,0.47,0.18,0.47,-1.5
,,,PBIESAE1301,9.77,12.66,-1.06,2.34,7.22,5.15,6.25,6.25,1.78,1.78,0.82,-2.7
