WSAW,PO/LOT,Comment,Wafer id,TTV,Warp,Entry Warp 10mm,Entry Warp 20mm,Entry Warp 30mm,Exit Warp 10mm,Exit Warp 20mm,Exit Warp 30mm,Wav ind,Entry wav,Exit wav,Bow
WSAWB20,GIE-QX-09L,004*35.7*TM1050 *New (P1) -664*Wire-01*0048*T204T012*22110902,PFC05AB0120,11.42,12.41,2.97,2.97,-4.02,-2.92,-4.08,-4.08,0.67,0.57,0.36,-1.1
2022/11/10 02:29,PFC05AB,,PFC05AB0320,11.19,9.66,1.5,-1.75,-2.66,-1.64,-2.58,-2.58,0.62,0.34,0.33,0.08
,,,PFC05AB0620,10.91,7.5,1.69,1.69,1.69,-0.74,-2.01,-2.01,0.59,0.34,0.4,0.37
,,,PFC05AB0820,11.59,7.5,0.65,-1.54,-2.17,1.09,-2.46,-2.71,0.6,0.21,0.42,0.38
,,,PFC05AB1220,11.51,6.05,1.01,-1.06,-1.06,1.55,-1.65,-2.09,0.74,0.45,0.52,0.48
,,,PFC05AB1401,12.26,6.59,1.4,1.55,2.02,4.67,5.43,5.43,0.78,0.46,0.76,-0.35
WSAWB20,TSM-QY-01B,003*32.7*TM1050 *New (P1) -698*Wire-03*0032*T005T006*22110802,PFI32AH0120,9.68,9.99,2.07,-2.86,-2.86,-2.93,-3.06,3.17,1.41,0.78,0.88,-1.27
2022/11/9 08:01,PFI32AH,,PFI32AH0320,10.03,8.86,2.11,-2.61,-2.61,-1.67,-1.67,2.56,1.34,0.7,0.52,-0.09
,,,PFI32AH0520,10.41,5.72,2.74,2.91,2.91,-0.87,1.29,2.97,1.14,0.57,0.43,0.97
,,,PFI32AH0820,10.67,7.49,3.01,3.01,-3.46,-0.8,1.11,2.04,1.01,0.47,0.48,-0.93
,,,PFI32AH1020,11.25,10.62,3,3.26,3.41,1.1,1.68,2.57,2.11,1.53,0.54,-0.76
,,,PFI32AH1301,10.85,8.36,2.72,4.8,4.84,5.05,6.18,6.18,0.9,0.84,0.55,-2.54
WSAWB20,TSM-QY-01B,002*30.6*TM1050 *New (P1) -633*Wire-02*0081*T005T006*22110702,PEJR6AF0120,10.04,19.22,-5.78,-7.81,-8.93,-2.54,-3.27,-3.27,2.01,1.71,0.63,-1.7
2022/11/8 14:29,PEJR6AF,,PEJR6AF0320,10.62,16.02,-5.7,-7.51,-8.57,-1.35,1.66,2.63,1.85,1.65,0.57,-1.08
,,,PEJR6AF0520,10.43,13.64,-4.75,-7.27,-7.69,-1.09,2.04,3.41,1.71,1.51,0.43,0.41
,,,PEJR6AF0820,10.17,15.17,-4.28,-6.62,-7.85,-0.76,2.13,3.03,1.82,1.59,0.56,-2.11
,,,PEJR6AF1020,12.72,15.25,-3.56,-5.11,-6.54,1.38,2.57,2.91,1.75,1.08,0.74,-3.21
,,,PEJR6AF1201,11.9,14.42,-3.7,-3.7,-5.7,2.91,3.47,3.79,2.07,0.89,0.56,-4.86
WSAWB20,T01-QC-XT1,001*25.6*TM1050 *New (P1) -619*Wire-01*0029*T999T999*22110603,NJJDBAG0120,8.78,10.66,-1.22,-1.29,-2.94,-4.87,-6.4,-6.4,1.79,0.44,0.72,-1.38
2022/11/7 16:53,NJJDBAG,,NJJDBAG0220,9.26,9.73,-1.02,-1.05,-2.26,-2.39,-4.23,-4.23,1.81,0.42,0.58,-1.55
,,,NJJDBAG0420,9.43,7.23,0.82,0.97,-1.36,2.03,2.03,2.19,2.19,0.48,0.78,-2.42
,,,NJJDBAG0620,8.66,7.01,1.05,1.17,-1.25,1.39,-1.72,-1.72,1.87,0.49,0.81,-1.79
,,,NJJDBAG0820,9.28,13.39,1.14,1.14,-1.16,3.07,3.75,4.87,2.41,0.63,1.09,-2.64
,,,NJJDBAG1008,13.26,15.8,2.15,3.21,3.21,6.9,6.9,7.74,3.49,0.66,0.81,-3.49
WSAWB20,GIE-QC-A6F,050*28.3*TM860 * A-309*Wire-03*0036*T005T006*22110502,PFE98AD0120,10.27,10.91,2.44,2.87,2.87,0.39,1.12,1.29,2.57,1.8,0.94,0.16
2022/11/6 13:56,PFE98AD,,PFE98AD0320,9.55,10.73,1.56,1.57,1.59,0.85,-0.91,1.58,2.71,1.71,0.5,0.55
,,,PFE98AD0520,10.92,11.32,1.78,1.78,-2,0.79,1.1,2.04,2.34,1.17,0.37,0.58
,,,PFE98AD0720,10.95,13.12,-0.89,-2.53,-3.03,1.3,1.3,1.87,2.32,1.03,0.57,0.26
,,,PFE98AD0920,10.33,11.46,-1.5,-1.93,-2.33,2.1,2.34,2.49,2.13,1.13,0.84,0.09
,,,PFE98AD1108,10.05,10.79,-1.44,1.78,1.78,5.96,7.2,8.09,2.08,1.03,0.55,-1.76
WSAWB20,GSM-QX-09H,048*30.2*TM860 * A-289*Wire-01*0027*T005T006*22110402,PIHL9AD0120,12.02,10.91,1.24,-3.23,-3.8,1.09,3.99,4.1,1.04,0.62,0.79,0.5
2022/11/5 08:27,PIHL9AD,,PIHL9AD0320,12.73,8.35,1.32,-2.9,-2.9,1.09,1.13,1.59,1.2,0.71,0.79,0.99
,,,PIHL9AD0520,11.23,8.97,-1.92,-2.28,-2.28,1.92,3.59,4.6,0.92,0.71,0.58,0.26
,,,PIHL9AD0820,10.78,9.97,-3.47,-4.25,-4.25,1.49,2.27,2.86,0.86,0.53,0.36,0.71
,,,PIHL9AD1020,10.8,9.11,-4.31,-5.19,-5.19,1.83,2.24,3.21,0.83,0.76,0.42,0.98
,,,PIHL9AD1201,11.18,11.45,-2.76,-3.02,-3.02,7.69,8.98,10.36,0.71,0.66,0.55,-2.98
WSAWB20,GIE-QC-A6F,049*28.4*TM860 * A-299*Wire-02*0081*T005T006*22110502,PFE98AA0120,10.4,7.3,2,2,-2.05,-1.69,4.08,4.48,0.8,0.43,0.71,1.2
2022/11/5 23:04,PFE98AA,,PFE98AA0320,11.81,9.58,2.37,2.37,-2.39,1.28,2.02,2.16,1.26,0.72,0.56,1.87
,,,PFE98AA0520,11.27,11.16,1.09,-1.31,-2.51,0.86,3.11,3.91,1.52,0.82,0.43,2.2
,,,PFE98AA0720,10.77,12.16,-0.52,-1.28,-3.06,0.51,2.37,2.82,1.42,0.83,0.27,2.19
,,,PFE98AA0920,10.81,10.61,-1.09,-1.71,-3.17,2.2,2.91,3.09,1.67,1.08,0.42,1.74
,,,PFE98AA1108,10.23,7.78,-1.81,-1.81,-1.81,5.42,6.69,7.51,1.45,1.26,0.41,0.05
WSAWB20,GSM-QY-03L,047*30.8*TM860 * A-279*Wire-03*0105*T202T204*22110401,PEJP3AE0120,9.94,8.37,2.07,-2.15,-2.95,1,3.28,3.92,1.94,1.04,0.9,-1.95
2022/11/4 17:16,PEJP3AE,,PEJP3AE0320,9.64,6.57,1.99,2.66,2.66,-0.93,1.39,1.72,1.12,0.63,0.43,-2.5
,,,PEJP3AE0520,12.15,5.72,1.22,2.63,2.73,1.25,1.41,1.63,0.77,0.49,0.56,-1.37
,,,PEJP3AE0820,9.92,4.5,-1.12,1.88,1.88,0.79,0.82,1,0.54,0.31,0.26,-0.02
,,,PEJP3AE1020,8.91,5.86,-2.65,-2.65,-2.65,0.63,0.72,-1.29,0.4,0.32,0.38,-0.74
,,,PEJP3AE1201,8.93,5.38,-2.14,-2.14,2.15,2.6,3.36,3.36,0.47,0.29,0.44,-1.44
WSAWB20,TXN-QX-UAB,046*32.6*TM860 * A-270*Wire-02*0031*T999T999*22110302,PBJBVAI0120,10.68,14.56,-2.76,-3.9,-5.86,-6.12,-6.12,-6.12,2.13,0.86,1.85,-3.11
2022/11/4 01:39,PBJBVAI,,PBJBVAI0320,12.53,12.35,-2.57,-4.34,-4.91,-3.82,-3.98,-3.98,1.88,0.5,0.95,-1.5
,,,PBJBVAI0520,10.84,9.89,-1.97,-3.08,-3.08,-2.17,-2.17,3.39,1.23,0.56,0.63,-0.97
,,,PBJBVAI0820,10.21,10.69,-3.82,-5.24,-6.37,-0.9,1.76,2.57,0.71,0.44,0.37,-0.75
,,,PBJBVAI1020,8.68,9.04,-4.78,-6.41,-7.64,0.7,1.83,2,0.56,0.53,0.23,-0.21
,,,PBJBVAI1201,8.68,9.11,-5.32,-7.04,-7.95,2.25,3.41,3.41,0.74,0.7,0.3,-0.76
WSAWB20,CAO-QY-02E,045*33.7*TM860 * A-261*Wire-01*0059*T202T204*22110202,P569DAF0120,10.49,10.38,1.48,1.49,-3.39,-2.04,-2.04,2.18,1.02,0.53,0.58,1.83
2022/11/3 11:27,P569DAF,,P569DAF0320,10.4,9.1,1.46,1.46,-1.59,-1.62,2.68,3.04,1.15,0.43,0.34,0.92
,,,P569DAF0620,10.33,6.86,1.2,1.93,1.93,0.71,1.34,2.32,0.56,0.43,0.28,0.47
,,,P569DAF0820,10.57,6.74,-1.76,-2.37,-2.64,0.7,1.35,2.09,0.78,0.48,0.26,0.77
,,,P569DAF1120,9.56,8.38,-3.67,-4.56,-4.71,2.01,2.54,2.94,0.61,0.57,0.47,0.93
,,,P569DAF1308,11.53,12.04,-1.89,-1.89,-1.89,7.73,8.74,9.72,1.21,0.89,1.21,-0.79
WSAWB20,GSM-QY-APF,044*30.7*TM860 * A-255*Wire-03*0081*T999T999*22110201,PEJM7AE0120,9.29,9.79,-1.68,-2.27,-2.27,1.74,2.39,2.85,1.04,0.58,0.45,-1.02
2022/11/2 19:50,PEJM7AE,,PEJM7AE0320,8.89,10.24,1.7,-2.02,-2.02,2.26,3.56,5.9,0.84,0.64,0.49,0.85
,,,PEJM7AE0520,9.94,10,1.22,1.9,2.03,2.2,5.62,8.33,0.88,0.63,0.88,0.19
,,,PEJM7AE0820,8.96,8.23,-0.61,-1.9,-1.9,0.81,2.57,3.85,0.8,0.69,0.45,0.87
,,,PEJM7AE1020,9.71,8.44,-1.87,-2.56,-2.56,1.78,2.21,3.16,0.76,0.74,0.21,1.14
,,,PEJM7AE1208,9.52,10.09,-1.2,2.86,4.01,3.69,4.25,4.74,1.14,1.14,0.73,1.03
WSAWB20,GSM-QY-AEK,043*30*TM860 * A-246*Wire-02*0021*T999T999*22110102,PCE8SAB0120,9.49,10.69,1.65,-2.77,-4.84,-1.28,-1.28,-1.35,1.59,1.12,0.48,-0.98
2022/11/2 04:49,PCE8SAB,,PCE8SAB0320,9.15,9.63,1.03,-2.63,-4.51,1.01,4.07,4.38,1.6,0.81,0.97,-1.11
,,,PCE8SAB0520,8.52,9.59,1.49,-3.15,-5.11,2.19,5.28,6.16,1.54,0.75,0.96,-1.33
,,,PCE8SAB0820,8.93,10.57,-1.89,-3.45,-5.51,1.76,3.93,4.08,1.75,0.59,0.82,-1.16
,,,PCE8SAB1020,8.96,10.18,-2.58,-4.48,-5.74,2.18,2.95,4.09,1.63,0.81,0.48,-1.08
,,,PCE8SAB1208,14.64,13.32,1.28,-2.42,-5.67,9.73,9.73,9.73,1.79,1.14,1.79,-0.68
WSAWB20,INF-QX-67K,042*34.5*TM860 *New (P1) -496*Wire-01*0032*T999T999*22103103,PIA18AK0120,10.82,7.41,1.69,2.29,-2.96,-4.09,-4.36,-4.36,1.17,0.6,0.76,1.28
2022/11/1 13:57,PIA18AK,,PIA18AK0320,10.73,6.79,1.66,2.94,3.02,-2.88,-2.88,3.47,1.09,0.78,1.05,1
,,,PIA18AK0620,10.83,8.09,1.38,2.26,2.26,-1.94,3.11,4.97,1.35,0.85,1.35,1.04
,,,PIA18AK0820,10.89,6.55,1.06,1.51,1.51,-1.72,2.53,4.74,1.05,0.79,1.05,2.22
,,,PIA18AK1120,10.16,6.6,-1.08,1.28,1.5,-1.37,1.95,3.29,0.96,0.58,0.75,2.01
,,,PIA18AK1308,11.68,7.94,0.66,2.3,2.74,3.5,4.34,5.93,1.02,0.52,0.53,-0.85
WSAWB20,UMC-QC-59K,040*28.5*TM860 *New (P1) -464*Wire-02*0043*T999T999*22103002,PIFZ2AB0120,10.25,14,2.72,2.72,2.72,-1.32,3.53,3.53,1.77,1.14,0.74,-1.24
2022/10/31 08:45,PIFZ2AB,,PIFZ2AB0320,10.39,13.5,3.08,3.08,3.08,1.77,3.59,3.61,1.72,1.13,0.56,-1.84
,,,PIFZ2AB0520,10.11,13.72,2.47,2.47,-3.32,1.21,2.85,2.98,1.7,1.23,0.42,-1.38
,,,PIFZ2AB0720,10.16,13.81,0.85,-2.24,-3.82,-0.64,1.69,1.69,1.69,1.07,0.47,-1.04
,,,PIFZ2AB0920,10.52,12.67,-1.58,-3.24,-4.68,1.27,1.75,-3.75,1.6,1.04,0.69,-1.33
,,,PIFZ2AB1101,10.66,12.81,-1.46,-2.72,-3.65,3.82,3.97,3.97,1.57,1.1,0.94,-2.86
WSAWB20,CHT-QP-15B,041*30.4*TM860 *New (P1) -479*Wire-03*0034*T999T999*22103102,PFE99AA0120,11.14,7.56,0.96,0.99,1.69,-3.21,-3.73,-3.73,0.51,0.49,0.53,-2.23
2022/10/31 22:51,PFE99AA,,PFE99AA0320,11.06,7.36,-1.03,-1.39,-1.39,-2.77,-2.82,-2.82,0.71,0.29,0.71,-1.92
,,,PFE99AA0520,10.14,6.59,-1.56,-1.56,-2.27,-1.18,-1.41,2.17,0.68,0.56,0.53,-2.24
,,,PFE99AA0820,10.14,5.77,-3.12,-3.4,-4.22,0.7,-0.83,0.91,0.61,0.42,0.45,-1.52
,,,PFE99AA1020,10.03,5.41,-3.95,-4.33,-5.12,1.13,1.13,-1.46,0.71,0.38,0.66,-2.23
,,,PFE99AA1201,9.34,7.59,-3.68,-4.12,-4.12,4,4,4,1.17,0.37,1.17,-2.88
WSAWB20,DEV-QC-57M,039*29.3*TM860 *New (P1) -407*Wire-01*0016*T999T999*22103001,PGH41AA0120,11.31,5.87,1.98,4.58,4.58,-2.26,3.68,3.74,1.15,0.92,0.99,-1.32
2022/10/30 17:04,PGH41AA,,PGH41AA0320,10.89,6.31,1.57,4.17,4.17,1.98,4.31,4.8,0.95,0.95,0.78,-0.16
,,,PGH41AA0520,9.79,5.81,1.22,3.23,3.23,1.54,3.65,4.38,0.98,0.98,0.53,0.53
,,,PGH41AA0720,10.27,7.14,-1.1,2.06,2.06,1.23,2.1,3.52,0.91,0.91,0.36,0.37
,,,PGH41AA0920,10.63,6.83,-1.33,1.95,1.97,1.64,1.91,1.91,0.76,0.76,0.35,0.06
,,,PGH41AA1120,11.61,8.39,0.47,2.89,3.11,5.74,6.01,6.37,1.13,0.76,1.13,-1.59
WSAWB20,DEV-QC-60H,038*30.2*TM860 *New (P1) -439*Wire-03*0075*T999T999*22102902,PFG01AA0120,11.09,16.36,2.72,2.72,-6.62,-1.48,3.71,4.26,1.55,1.46,0.74,-0.46
2022/10/30 01:42,PFG01AA,,PFG01AA0320,9.79,16.25,2.2,2.2,-5.53,1.6,4.36,5.48,1.55,1.44,0.66,-0.86
,,,PFG01AA0520,10.35,17.26,1.56,-1.58,-6.51,1.92,6.14,6.36,1.52,1.43,0.8,-1.43
,,,PFG01AA0820,9.57,18.02,-1.14,-2.75,-8.05,2.06,4.99,5.52,1.61,1.43,0.65,-0.23
,,,PFG01AA1020,9.22,18.23,-1.81,-4.04,-8.9,2.3,3.77,4.08,1.31,1.1,0.41,-0.09
,,,PFG01AA1201,10.35,19.21,-1.57,-3.17,-7.37,4.52,5.57,5.57,1.27,1.04,0.94,-1.62
WSAWB20,MAL-QC-14N,037*31.2*TM860 *New (P1) -426*Wire-02*0117*T999T999*22102803,PJD9XAA0120,11.32,7.6,2.91,3.18,3.85,-1.55,3.85,4.81,1.42,0.45,1.19,0.43
2022/10/29 10:54,PJD9XAA,,PJD9XAA0320,10.11,8.34,3.59,4,4.47,1.06,3.32,4.84,1.43,0.4,1.18,0.3
,,,PJD9XAA0520,10.36,8.16,2.75,3.68,3.94,1.73,3.56,4.94,1.51,0.46,1.04,0.46
,,,PJD9XAA0820,9.72,7.92,1.4,1.69,-1.86,1.54,2.59,3.83,1.36,0.35,0.78,0.43
,,,PJD9XAA1020,9.74,9.32,-2.51,-2.51,-2.51,1.96,2.98,4.37,1.44,0.49,0.6,-0.18
,,,PJD9XAA1201,10.26,9.1,1.31,1.49,1.49,4.31,5.23,6.44,1.31,0.44,0.4,-0.68
WSAWB20,DEV-QC-60H,036*27.7*TM860 *New (P1) -412*Wire-01*0081*T999T999*22102801,PFF37AD0120,10.58,6.77,2.62,3.46,3.46,1.74,4.44,4.87,0.75,0.62,0.75,0.69
2022/10/28 20:01,PFF37AD,,PFF37AD0320,15.89,10.34,2.62,5.25,5.25,6.97,7.52,7.52,0.95,0.55,0.95,0.01
,,,PFF37AD0520,9.92,6.41,2.21,2.21,2.41,2.24,2.66,4.32,0.58,0.45,0.58,0.7
,,,PFF37AD0720,9.63,6.56,1.49,1.5,-1.96,2.43,2.43,2.65,0.55,0.46,0.51,0.21
,,,PFF37AD0920,9.64,6.36,-1.45,-1.45,-1.94,1.99,2,2,0.64,0.64,0.51,-0.4
,,,PFF37AD1101,9.97,6.6,1.65,2.16,2.19,4.83,4.83,4.83,0.67,0.66,0.6,-1.16
WSAWB20,DEV-QC-70B,034*29.5*TM860 *New (P1) -387*Wire-02*0054*T999T999*22102603,PJBBAAE0120,9.94,5.24,3.3,4.43,5.12,-0.55,3.24,3.87,0.77,0.43,0.75,-0.59
2022/10/27 13:54,PJBBAAE,,PJBBAAE0320,10.21,5.83,1.76,2.53,3.19,1.34,2.41,3.52,0.82,0.47,0.21,-0.76
,,,PJBBAAE0520,9.94,5.08,1.4,2.33,2.69,1.05,1.32,2.08,0.73,0.45,0.23,-0.41
,,,PJBBAAE0720,10.67,7.74,-1.5,-1.66,-1.66,1.82,2.49,3.05,0.78,0.53,0.28,-0.77
,,,PJBBAAE0920,10.01,5.27,-0.98,-1.3,-1.3,0.57,1.01,1.11,0.78,0.45,0.46,-0.9
,,,PJBBAAE1120,11.33,9.52,-1.11,-1.25,-1.25,4.13,5.42,5.42,0.91,0.56,0.75,-2.53
WSAWB20,TSM-QX-20K,032*28*TM860 *New (P1) -360*Wire-03*0025*T999T999*22102503,PHD48AK0120,9.78,9.49,0.69,-2.07,-2.07,-1.46,3.32,4.84,0.52,0.39,0.52,0.37
2022/10/26 07:58,PHD48AK,,PHD48AK0320,10.28,9.92,-0.6,-2.1,-2.1,0.81,2.27,4.1,0.51,0.43,0.43,-0.82
,,,PHD48AK0520,10.37,9.06,-1.77,-3.22,-3.22,2.12,3.31,4.38,0.52,0.52,0.32,-0.43
,,,PHD48AK0720,10.77,12.45,-3.15,-4.88,-4.88,1.66,2.42,4.33,0.58,0.43,0.27,-0.32
,,,PHD48AK0920,12.85,14.12,-3.56,-4.67,-5.13,2.53,2.83,3.24,0.7,0.42,0.42,1.58
,,,PHD48AK1101,14.37,13.41,-3.58,-4.6,-5.51,4,4.61,5.1,1.02,0.43,0.4,0.54
WSAWB20,TSM-QC-L8H,031*30.3*TM860 *New (P1) -348*Wire-02*0093*T999T999*22102501,PID9RAA0120,10.59,9.82,1.56,-1.71,-2.74,-2.49,-2.49,-2.49,1.28,0.28,0.51,-2.59
2022/10/25 16:52,PID9RAA,,PID9RAA0320,10.7,10.96,1.34,-1.54,-1.64,-1.43,-1.43,2.05,1.27,0.3,0.51,-3.61
,,,PID9RAA0520,11.51,9.73,-0.77,-1.45,-1.55,-1.01,-1.01,1.42,1.29,0.53,0.46,-3.77
,,,PID9RAA0720,11.28,10.55,-1.65,-2.73,-3.73,0.59,-0.82,1.03,1.46,0.49,0.56,-2.55
,,,PID9RAA0920,11.23,9.51,-2.15,-3.24,-4.12,1.03,1.03,1.03,1.83,0.47,0.47,-1.39
,,,PID9RAA1120,13.39,11.99,-1.11,-1.72,-1.77,6.71,7.9,7.9,1.73,0.54,0.74,-3.26
WSAWB20,TSM-QC-L8H,030*28.8*TM860 *New (P1) -334*Wire-01*0108*T999T999*22102402,PHEBLAB0120,10.11,7.48,0.89,-1.19,-2.39,-2.22,-2.22,-2.22,0.92,0.45,0.47,0.71
2022/10/25 02:27,PHEBLAB,,PHEBLAB0320,10.16,8.33,-0.81,-1.02,-1.24,-0.92,1.53,1.67,0.92,0.52,0.24,0.66
,,,PHEBLAB0520,10.6,8.02,-1.23,-1.23,-1.34,-1.3,2,2,0.78,0.57,0.34,-0.23
,,,PHEBLAB0720,12.99,9.06,-2.23,-2.44,-4.15,1.8,1.8,1.8,1,0.45,0.43,1.43
,,,PHEBLAB0920,11.96,10.27,-2.98,-3.3,-5.11,1.7,2.31,2.31,1.15,0.65,0.37,2.34
,,,PHEBLAB1108,12.86,9.61,-2.82,-3.04,-4.55,4.53,4.95,4.95,1.55,0.76,0.74,1.34
WSAWB20,TSM-QX-20K,029*28.9*TM860 *New (P1) -323*Wire-03*0012*T999T999*22102303,PJC5ZAK0120,9.35,5.3,1.7,3.28,3.52,-1.56,2.9,2.9,0.88,0.51,0.88,-1.63
2022/10/24 11:53,PJC5ZAK,,PJC5ZAK0320,10.58,4.83,1.85,2.98,3.52,-1.35,1.74,1.84,0.65,0.53,0.57,-2.03
,,,PJC5ZAK0520,9.93,6.61,0.9,2.76,3.07,-1.08,2.01,2.01,0.67,0.6,0.42,-2.46
,,,PJC5ZAK0720,12.14,6.86,-0.78,1.56,-1.59,-0.62,1.19,-1.82,0.89,0.58,0.48,-1.22
,,,PJC5ZAK0920,11.17,6.99,-1.26,-1.44,-1.54,1.78,2.02,-2.56,0.9,0.38,0.9,-1.7
,,,PJC5ZAK1108,11.64,6.25,-1.78,-1.78,-1.85,3.86,4.91,4.91,1,0.47,0.96,-1.87
WSAWB20,TSM-QX-20K,027*30.7*TM860 *New (P1) -296*Wire-01*0009*T999T999*22102202,PJG2BAK0120,8.95,10.8,-0.55,-2.35,-3.57,-0.72,1.46,2.12,0.66,0.59,0.31,-0.74
2022/10/23 05:57,PJG2BAK,,PJG2BAK0320,9.69,10.78,-1.59,-2.5,-3.35,-0.83,1.17,2.67,0.73,0.72,0.45,-1.49
,,,PJG2BAK0520,9.99,9.74,-1.53,-2.99,-3.82,0.95,1.08,2.21,0.66,0.55,0.27,-2.23
,,,PJG2BAK0820,10.41,12.2,-3.29,-4.65,-6.63,1.35,-1.68,-1.68,0.68,0.57,0.38,-2.09
,,,PJG2BAK1020,10.79,12.08,-2.8,-4.9,-7.12,2.16,2.16,2.16,0.53,0.51,0.39,-1.84
,,,PJG2BAK1201,10.85,12.63,-2.74,-4.66,-6.51,5.21,5.29,5.29,1.03,0.47,1.03,-2.94
WSAWB20,TSM-QX-S4F,028*27.9*TM860 *New (P1) -311*Wire-02*0073*T999T999*22102301,PID9NAH0120,9.03,6.69,1.77,2.36,-2.54,1.01,1.55,1.81,0.42,0.36,0.25,-0.39
2022/10/23 20:23,PID9NAH,,PID9NAH0320,9.63,9.13,1.51,1.7,-3.18,1.05,1.68,1.9,0.63,0.48,0.43,-0.54
,,,PID9NAH0520,9.4,7.31,0.7,-2.09,-3.01,1.81,1.81,2.52,0.59,0.59,0.21,-1.03
,,,PID9NAH0720,9.66,9.19,-1.27,-3.21,-4.95,2.26,2.26,2.26,0.59,0.46,0.37,-0.59
,,,PID9NAH0920,10.81,11.23,-2.21,-4.32,-6.47,3.17,3.17,3.17,0.54,0.45,0.51,-0.15
,,,PID9NAH1101,11.47,10.7,-2.5,-3.72,-6.51,4.53,4.96,4.96,1.09,0.41,1.09,-1.8
WSAWB20,TSM-QC-L8H,026*30.2*TM860 *New (P1) -282*Wire-02*0024*T999T999*22102103,PJF3BAA0120,10.46,7.34,2.77,3.71,3.92,-1.15,1.17,2.04,0.96,0.96,0.3,-0.68
2022/10/22 15:10,PJF3BAA,,PJF3BAA0320,11.34,7.92,1.84,3.17,3.71,-1.58,-1.83,-1.83,1.07,1.07,0.45,-0.6
,,,PJF3BAA0520,12.11,8.4,0.61,2.46,2.46,1.21,1.41,1.62,0.9,0.87,0.18,-0.14
,,,PJF3BAA0820,13.28,12.26,-0.57,0.61,-0.75,1.64,1.64,-2.45,1.01,0.72,0.45,1.94
,,,PJF3BAA1020,13.86,10.89,-0.78,0.98,-1.06,2.26,2.26,-2.97,0.92,0.82,0.92,2.12
,,,PJF3BAA1201,14.34,8.54,-0.82,1.14,-1.15,7.11,7.24,7.24,1.23,0.88,1.2,-0.95
WSAWB20,INL-QA-SAK,024*29.4*TM860 *New (P1) -255*Wire-03*0037*22102002,PJAH4AJ0120,9.69,8.23,-0.82,-1.05,1.15,-1.34,-2.47,-2.47,1.66,1.4,0.34,-1.23
2022/10/21 08:32,PJAH4AJ,,PJAH4AJ0320,10.11,7.88,-0.22,-0.51,0.84,0.7,-1.21,-1.21,1.64,1.24,0.28,-1.33
,,,PJAH4AJ0520,10.55,8.16,-1.77,-2.41,-2.81,1.41,-2.09,-2.09,1.38,0.91,0.34,-1.64
,,,PJAH4AJ0720,10.23,9.22,-1.83,-3.4,-3.83,1.38,-2.34,-2.34,1.52,1.04,0.48,-1.63
,,,PJAH4AJ0920,10.3,9.59,-2.78,-4.35,-4.9,1.85,1.91,-3.12,1.35,0.82,0.58,-1.38
,,,PJAH4AJ1108,10.49,9.86,-4.02,-4.97,-5.75,4.23,4.4,-4.4,1.6,1.18,0.79,-2.13
WSAWB20,TSM-QC-L8H,025*29.9*TM860 *New (P1) -269*Wire-01*0101*T999T999*22102102,PHD47AA0120,12.45,10.06,-1.03,-1.17,-1.17,-1.62,3.2,5.82,1.11,0.35,1.11,0.56
2022/10/21 22:56,PHD47AA,,PHD47AA0320,12.61,10.83,-0.51,1.4,1.41,1.17,2.63,5.46,1.29,0.4,1.17,2.31
,,,PHD47AA0520,13.87,16.49,-1.28,1.87,1.87,1.55,3.97,5.52,1.61,0.29,0.81,1.4
,,,PHD47AA0720,15.09,15.62,-1.47,-1.51,-1.96,1.77,3.01,3.55,1.12,0.35,0.93,2.02
,,,PHD47AA0920,16.53,15.38,-1.9,-1.9,-2.65,2.49,4.27,4.27,1.93,0.24,1.15,3.14
,,,PHD47AA1120,15.67,13.47,-2.47,-2.62,-2.62,4.73,7.33,7.46,0.79,0.4,0.78,1.1
WSAWB20,INL-QA-SAK,023*28.1*TM860 *New (P1) -247*Wire-02*0002*22102001,PIA16AN0120,9.45,6.42,2.02,2.61,2.77,1.5,4.79,4.79,0.64,0.28,0.64,-0.43
2022/10/20 17:08,PIA16AN,,PIA16AN0320,9.75,6.84,1.42,2.44,2.51,2.45,4.15,4.54,0.53,0.35,0.41,-0.81
,,,PIA16AN0520,9.8,6.82,-1.37,-1.89,-1.89,2.37,4.46,4.59,0.62,0.25,0.52,-1.24
,,,PIA16AN0720,9.93,6.62,-1.27,-1.9,-2.07,2.72,3.37,3.57,0.73,0.39,0.48,-1.2
,,,PIA16AN0920,9.99,6.39,-2.06,-2.49,-3.32,2.71,3.83,3.83,0.66,0.24,0.55,-1.64
,,,PIA16AN1101,10.48,8.3,-0.89,-1.6,-2.53,6,7.79,7.79,0.97,0.41,0.97,-2.32
WSAWB20,TSM-QC-L8H,022*24.8*TM860 *New (P1) -232*Wire-01*0031*22101902,PHD45AE0120,9.39,7.21,2.37,2.37,2.37,1.5,2.41,2.41,0.82,0.26,0.6,-0.16
2022/10/20 02:11,PHD45AE,,PHD45AE0220,8.88,6.2,2.26,2.26,2.26,1.31,1.76,1.85,0.76,0.27,0.51,-0.81
,,,PHD45AE0420,9.15,6.03,1.41,-2.41,-2.45,0.79,1.56,1.73,0.8,0.53,0.45,-1.32
,,,PHD45AE0620,9,7.87,-1.22,-2.71,-3.1,1.6,1.6,-2.47,1,0.25,0.73,-1
,,,PHD45AE0820,8.71,9.1,-1.61,-3.11,-3.49,2.99,2.99,2.99,0.81,0.48,0.66,-1.49
,,,PHD45AE0920,9.83,9.12,1.88,-2.63,-2.63,5.28,5.54,5.54,0.77,0.29,0.72,-2.35
