WSAW,PO/LOT,Comment,Wafer id,TTV,Warp,Bow,Wav ind,Entry Warp 10mm,Entry Warp 20mm,Entry Warp 30mm,Exit Warp 10mm,Exit Warp 20mm,Exit Warp 30mm,Entry wav,Exit wav
,,,PFE50AA0920,11.23,11.97,-2.87,0.79,1.3,1.4,-3.2,1.21,1.21,1.29,0.57,0.38
,,,PFE50AA1108,12.54,11.72,-3.66,0.6,1.05,1.78,-2.62,3.43,3.43,3.43,0.48,0.3
WSAWB20,TSM-QX-20K,004*29.8*TM1050 *New (P1) -173*Wire-02*0036*22051602,PJEW5AH0120,9.89,7.13,-1.38,0.57,2.3,2.3,2.3,1.52,1.97,3.35,0.19,0.57
2022/5/17 17:30,PJEW5AH,,PJEW5AH0320,9.99,7.37,-2.09,0.45,1.53,1.59,1.64,1.02,-1.28,1.96,0.36,0.34
,,,PJEW5AH0520,10.56,7.22,-2.25,0.38,1.5,1.6,1.6,1.16,1.16,-1.24,0.21,0.17
,,,PJEW5AH0720,10.46,8.47,-3.01,0.42,0.64,0.75,-1.16,2.26,2.26,2.26,0.34,0.27
,,,PJEW5AH0920,10.65,8.44,-3.01,0.47,1.14,1.35,1.35,0.75,-1.46,-1.46,0.47,0.25
,,,PJEW5AH1108,11.09,8.56,-3.19,0.57,1.33,2.09,2.52,2.3,2.3,2.3,0.57,0.35
WSAWB20,NXC-QX-01F,002*35.6*TM1050 *New (P1) -146*Wire-03*0111*22051502,PED38AB0120,10.98,12.15,-0.07,0.6,2.32,2.91,-3.51,-1.34,-2.08,-2.08,0.6,0.38
2022/5/16 05:17,PED38AB,,PED38AB0320,10.37,11.97,-1.02,0.51,1.64,2.16,-2.63,1.27,1.27,1.34,0.51,0.27
,,,PED38AB0620,10.71,10.51,-1.48,0.44,1.26,1.83,-2.38,1.53,1.53,1.53,0.44,0.23
,,,PED38AB0920,11.03,12.28,-1.87,0.5,1.19,1.5,-3.03,2.81,2.84,2.84,0.49,0.5
,,,PED38AB1220,10.92,10.83,-2.17,0.57,1.13,1.6,-2.54,1.94,2.88,2.88,0.39,0.57
,,,PED38AB1401,12.63,10.68,-1.66,0.79,1.92,2.74,2.74,6.71,7.99,7.99,0.49,0.79
WSAWB20,INF-QY-E1B,003*28.4*TM1050 *New (P1) -161*Wire-01*0109*22051601,P57EVAE0120,10.24,7.42,-1.02,0.98,2.97,4.33,4.48,1.06,3.07,3.22,0.29,0.98
2022/5/16 22:37,P57EVAE,,P57EVAE0320,10.61,7.43,-1.55,0.67,2.67,4.27,4.27,0.94,2.13,2.22,0.27,0.67
,,,P57EVAE0520,10.7,8.11,-2.04,0.54,1.98,3.04,3.27,1.09,1.28,1.68,0.32,0.49
,,,P57EVAE0720,10.98,8.18,-2.14,0.48,2.2,4.06,4.06,1.74,1.74,1.74,0.42,0.41
,,,P57EVAE0920,10.48,8.24,-2.4,0.62,1.74,3.08,3.43,1.49,2.46,2.46,0.5,0.54
,,,P57EVAE1108,11.87,9.56,-2.79,0.73,3.11,4.87,4.87,4.52,5.82,5.82,0.66,0.6
WSAWB20,PSC-QX-57L,001*34.9*TM1050 *New (P1) -133*Wire-02*0021*22051402,PFB9AAE0120,10.64,14.37,-1.25,0.71,2.59,2.59,-5.2,-1.3,-1.55,2.04,0.71,0.32
2022/5/15 10:56,PFB9AAE,,PFB9AAE0320,9.8,14.73,-1.99,0.59,2.34,2.34,-4.26,-1.67,-1.79,2.63,0.59,0.43
,,,PFB9AAE0520,9.52,12.94,-1.9,0.36,1.83,1.83,-3.04,1.54,1.54,2,0.34,0.24
,,,PFB9AAE0820,9.72,14.17,-2.6,0.55,0.62,-1.84,-4.29,1.72,1.72,1.72,0.55,0.16
,,,PFB9AAE1120,10.31,12.78,-1.94,0.65,0.65,-1.24,-3.17,2.21,2.63,2.63,0.46,0.25
,,,PFB9AAE1320,10.92,11.79,-1.82,0.76,1.01,-1.46,-1.82,6.06,6.23,6.23,0.66,0.76
WSAWB20,INL-QA-SAK,048*29.4*TM860 *New (P1) -098*Wire-03*0066*22051202,PIGM0AJ0120,10.57,7,-0.97,0.66,3.97,4.82,5.33,1.88,4.8,5.86,0.36,0.68
2022/5/13 11:06,PIGM0AJ,,PIGM0AJ0320,11.09,6.38,-1.8,0.74,2.95,3.54,3.54,1.97,3.87,5.29,0.45,0.59
,,,PIGM0AJ0520,10.81,7.11,-2.07,0.46,2.58,3.44,3.44,1.13,2.21,3.4,0.33,0.42
,,,PIGM0AJ0720,12.5,6.35,-2.45,0.58,1.79,1.98,2.07,1.03,1.25,2.08,0.17,0.37
,,,PIGM0AJ0920,11.45,4.83,-1.5,0.56,1.28,2.03,2.07,1.11,1.73,1.96,0.16,0.41
,,,PIGM0AJ1108,12.42,7.32,-2.98,0.49,1.13,2.44,2.93,2.92,4.87,4.87,0.47,0.49
WSAWB20,TSM-QC-L8H,047*30.3*TM860 *New (P1) -083*Wire-02*0028*22051201,PJF1HAA0120,10.06,7.6,-0.23,0.84,3.57,5.47,6.37,1.91,3.75,4.01,0.53,0.84
2022/5/12 19:59,PJF1HAA,,PJF1HAA0320,11.74,9.7,-1.08,0.67,3.58,6.5,7.08,2.09,3.91,3.97,0.67,0.37
,,,PJF1HAA0520,10.62,9.27,-0.95,0.67,3.6,5,6.26,1.64,3.41,4.49,0.27,0.55
,,,PJF1HAA0820,10.43,8.05,-1.94,0.71,1.88,2.7,3.53,1.15,2.4,3.1,0.44,0.71
,,,PJF1HAA1020,11.76,8.87,-1.71,0.69,2.18,4.18,5.51,2.14,2.16,2.41,0.68,0.37
,,,PJF1HAA1201,11.89,9.4,-2.51,0.8,2.11,5.33,7.06,7.97,9.95,9.95,0.8,0.79
WSAWB20,SMA-QC-88E,046*27.5*TM860 *New (P1) -068*Wire-01*0201*22051102,PFE46AA0120,10.74,4.93,-1.47,0.6,3.42,4.29,4.81,1.78,3.11,3.11,0.5,0.6
2022/5/12 05:28,PFE46AA,,PFE46AA0220,10.95,5.72,-1.77,0.67,3.04,3.04,3.08,3.19,4.74,4.74,0.67,0.55
,,,PFE46AA0420,10.96,6.09,-2.26,0.63,2.13,2.37,2.37,1.8,3.42,4.5,0.53,0.4
,,,PFE46AA0620,10.67,7.87,-2.53,0.58,1.49,-1.61,-2.09,1.7,3.32,4.33,0.31,0.58
,,,PFE46AA0820,11.86,6.6,-2.49,0.84,0.95,-1.48,-1.48,2.43,2.43,2.52,0.33,0.31
,,,PFE46AA1020,12.82,6.74,-1.3,0.58,0.61,1.39,2.08,3.94,4.48,4.75,0.58,0.55
WSAWB20,INL-QA-SAK,045*28.8*TM860 *New (P1) -055*Wire-03*0118*22051003,PGIUVAM0120,10,6.68,-0.59,0.88,1.86,1.86,1.86,2.25,4.12,4.47,0.51,0.88
2022/5/11 14:06,PGIUVAM,,PGIUVAM0320,9.64,7.58,-2.07,0.56,1.45,-2.21,-3.38,2.66,5.04,5.98,0.5,0.47
,,,PGIUVAM0520,9.7,8.24,-2.55,0.41,-1.38,-2.43,-3.31,2.21,3.92,4.9,0.43,0.35
,,,PGIUVAM0720,10.34,9.59,-2.88,0.46,-2.42,-3.93,-4.08,2.03,3.39,3.82,0.55,0.35
,,,PGIUVAM0920,10.7,8.05,-1.74,0.49,-3.43,-4.34,-4.89,2.48,2.48,2.48,0.39,0.47
,,,PGIUVAM1108,11.41,9.65,-3.33,1.12,-3.55,-4.31,-4.49,5.95,7.99,7.99,0.47,1.12
WSAWB20,DEV-QC-57M,044*30.8*TM860 * A-658*Wire-02*0034*22051002,PIE7VAA0120,7.58,7.03,0.02,0.75,2.93,5.87,6.15,-2.65,3.46,3.8,0.46,0.75
2022/5/10 23:17,PIE7VAA,,PIE7VAA0320,7.92,6.15,-1.36,0.52,1.83,4.4,4.4,2.38,3.81,4.55,0.37,0.37
,,,PIE7VAA0520,7.92,7.97,-1.93,0.55,1.9,3.69,3.71,2.72,4.41,6.16,0.24,0.54
,,,PIE7VAA0820,8.51,8.57,-2.2,0.5,0.44,1.89,3.25,1.93,3.21,4.32,0.35,0.48
,,,PIE7VAA1020,8.63,6.87,-1.59,0.49,-1.29,3.58,4.52,3.89,3.89,4.09,0.49,0.37
,,,PIE7VAA1201,9.24,10.22,-2.67,1.09,-1.49,3.34,3.93,8.3,11.03,11.08,0.79,1.09
WSAWB20,TSM-QX-20H,042*30.8*TM860 *New (P1) -019*Wire-03*0104*22050901,PJEW3AK0120,10.6,7.77,-2.23,0.72,3.9,5.28,6.03,1.56,2.49,4.35,0.24,0.65
2022/5/9 19:34,PJEW3AK,,PJEW3AK0320,10.62,7.16,-2.64,0.62,2.8,4.89,5.05,3.02,3.02,3.85,0.5,0.34
,,,PJEW3AK0520,10.3,8.03,-2.97,0.52,2.44,4.67,5.41,1.89,1.89,2.51,0.52,0.36
,,,PJEW3AK0720,10.63,7.83,-3.4,0.52,1.18,2.99,3.88,1.7,1.7,2.48,0.52,0.36
,,,PJEW3AK0920,10.69,8.52,-3.5,0.64,-0.61,2.78,3.64,2.54,2.54,3.61,0.64,0.37
,,,PJEW3AK1120,11.4,10.1,-3.96,0.61,-0.45,2.88,3.6,0.64,2.02,2.36,0.59,0.51
WSAWB20,TSM-QX-20H,041*32.3*TM860 *New (P1) -006*Wire-02*0119*22050802,PID7RAH0120,10.95,3.97,-0.21,0.52,2.85,4.14,4.14,-1.81,2.75,2.75,0.33,0.52
2022/5/9 02:17,PID7RAH,,PID7RAH0320,11.01,5.78,-1.43,0.6,2.28,3.12,3.12,1.6,2.65,3.01,0.6,0.32
,,,PID7RAH0520,10.33,6.53,-1.48,0.42,1.82,2.73,2.94,1.37,1.37,1.73,0.39,0.31
,,,PID7RAH0820,11.31,7.49,-2.11,0.41,-0.67,0.73,0.73,1.23,-1.38,-1.38,0.22,0.25
,,,PID7RAH1020,10.7,9.39,-1.91,0.58,-1.62,-1.89,-1.89,2.1,2.62,3.08,0.21,0.5
,,,PID7RAH1220,12.73,7.2,-2.24,1.24,-1.2,1.36,1.36,6.18,7.6,7.6,0.89,1.24
WSAWB20,TSM-QX-20H,040*31.5*TM860 *New (P1) -992*Wire-01*0114*22050702,PJG0HAH0120,10.77,6.32,-0.15,0.46,3.55,4.41,4.41,2.24,3.85,3.85,0.23,0.46
2022/5/8 11:28,PJG0HAH,,PJG0HAH0320,11.02,5.66,-1.41,0.37,2.97,4.39,4.39,2.65,4.31,4.79,0.33,0.27
,,,PJG0HAH0520,11.3,5.48,-1.42,0.44,2.24,3.9,4.28,2.26,3.4,4.47,0.32,0.44
,,,PJG0HAH0820,11.63,6.6,-1.64,0.4,0.3,1.25,1.25,2.34,3.97,4.79,0.19,0.4
,,,PJG0HAH1020,11.25,7.87,-1.69,0.68,-1.46,-1.46,-1.46,3.61,7.17,7.53,0.18,0.68
,,,PJG0HAH1208,12.14,7.86,-2.65,0.8,0.61,2.12,2.88,6.13,8.07,8.07,0.54,0.8
WSAWB20,TSM-QX-S4E,039*24.2*TM860 *New (P1) -982*Wire-03*0093*22050701,PHIXEAG0120,10.36,5.11,-0.9,0.7,2.04,3.09,3.27,0.92,2.84,3.47,0.32,0.7
2022/5/7 19:44,PHIXEAG,,PHIXEAG0220,9.83,5.92,-1.52,0.68,1.52,2.84,2.84,-2.51,2.93,3.94,0.49,0.68
,,,PHIXEAG0420,10.25,7.03,-2.19,0.41,1.83,2.29,2.47,1.8,2.64,3.56,0.35,0.4
,,,PHIXEAG0620,10.16,7.58,-2.52,0.38,-1.34,-1.48,-2.31,1.89,2.37,2.72,0.18,0.38
,,,PHIXEAG0820,9.77,8.38,-2.09,0.46,-1.37,-1.37,-1.95,2.11,2.47,2.47,0.16,0.46
,,,PHIXEAG0920,10.58,6.88,-2.63,0.98,1.8,2.28,2.28,6.84,6.98,6.98,0.32,0.98
WSAWB20,TSM-QX-S4E,038*28*TM860 *New (P1) -969*Wire-02*0119*22050602,PHIXDAK0120,10.64,6.13,-0.47,1.03,2.3,3.5,3.68,-1.93,4.33,5.07,0.47,1.03
2022/5/7 04:57,PHIXDAK,,PHIXDAK0320,10.61,5.72,-1.38,0.69,2.58,3.49,3.59,2.25,4.27,5.5,0.19,0.69
,,,PHIXDAK0520,9.95,6.65,-2.13,0.54,1.4,2.04,2.04,2.12,3.5,4.15,0.21,0.49
,,,PHIXDAK0720,10.62,5.7,-1.81,0.4,-1.36,-1.36,-1.4,1.71,2.56,2.94,0.23,0.4
,,,PHIXDAK0920,10.32,5.55,-1.58,0.54,-2.02,-2.02,-2.46,1.5,2.28,2.42,0.34,0.54
,,,PHIXDAK1108,12.08,8.54,-1.77,0.86,0.66,2.92,2.92,8.11,9.03,9.03,0.53,0.86
WSAWB20,GIE-QC-A6F,037*30.2*TM860 *New (P1) -955*Wire-01*0071*22050502,PFD19AD0120,10.38,5.3,-0.97,0.69,0.97,1.69,1.69,1.64,3.37,3.99,0.24,0.69
2022/5/6 14:19,PFD19AD,,PFD19AD0320,10.62,6.32,-1.49,0.54,1.37,1.54,1.72,2.98,3.96,5.17,0.22,0.49
,,,PFD19AD0520,10.33,6.32,-2.01,0.42,1.2,-1.63,-2.4,2.4,3.12,3.82,0.24,0.23
,,,PFD19AD0720,10.36,7.67,-1.91,0.35,-1.72,-3.15,-3.89,1.6,2.04,2.57,0.35,0.32
,,,PFD19AD0920,10.03,6.93,-0.96,0.41,-3.07,-3.51,-4.22,1.52,1.52,1.69,0.33,0.31
,,,PFD19AD1120,10.74,7.08,-2.06,0.52,-2.49,-2.49,-2.92,3.05,3.99,4.11,0.34,0.52
WSAWB20,UMS-QC-07K,035*28.4*TM860 * A-578*Wire-02*0003*22050402,PHH6AAD0120,8.44,8.76,-1.36,1.03,4.48,5.74,7.69,-2.38,6.69,7.66,0.57,1.1
2022/5/5 08:01,PHH6AAD,,PHH6AAD0220,8.76,8.12,-1.75,0.82,4.23,5.25,5.27,2.39,5.87,6.65,0.38,0.71
,,,PHH6AAD0420,8.52,7.45,-1.97,0.59,3.46,4.26,4.59,3,4.67,5.29,0.36,0.44
,,,PHH6AAD0620,8.69,8.18,-2.9,0.82,1.8,1.95,1.95,1.82,4.99,6.09,0.29,0.83
,,,PHH6AAD0820,8.91,8.77,-2.54,0.45,1.12,1.15,1.39,3.16,3.58,3.77,0.23,0.45
,,,PHH6AAD1020,37.08,31.73,6.01,2.8,-2.3,-3.93,-4.63,3.11,7.4,7.4,1.55,1.05
WSAWB20,GIE-QA-12K,036*28.4*TM860 * A-587*Wire-03*0043*22050502,PGH9UAD0120,8.47,7.37,-1.83,1,2.86,3.28,3.45,2.25,6.12,7.27,0.34,1.12
2022/5/5 23:10,PGH9UAD,,PGH9UAD0320,8.59,7.34,-2.35,0.69,1.56,2.15,2.15,3.55,6.34,6.76,0.66,0.69
,,,PGH9UAD0520,8.61,7.4,-2.28,0.61,1.31,1.31,-1.51,3.23,5.08,6.28,0.32,0.48
,,,PGH9UAD0720,8.62,9.07,-3.08,0.51,-1.07,-2.67,-3.62,3.46,4.85,6.25,0.47,0.43
,,,PGH9UAD0920,8.85,9.57,-2.53,0.8,-1.25,-2.48,-2.96,3.29,6.76,7.95,0.7,0.8
,,,PGH9UAD1101,14.97,10.08,-3.15,1.56,-2.28,-2.92,-6.69,3.27,5.58,5.58,1.42,0.61
WSAWB20,UMS-QC-07K,034*29*TM860 * A-569*Wire-01*0060*22050401,PHH6AAA0120,8.95,7.93,-0.32,0.92,4.64,6.09,7.55,-2.7,4.86,5.71,0.9,0.85
2022/5/4 17:07,PHH6AAA,,PHH6AAA0320,8.4,5.8,-0.42,0.66,4.14,5.74,5.88,1.93,3.51,4.29,0.43,0.52
,,,PHH6AAA0520,8.47,7.14,-1,0.47,4.06,4.94,5.09,2.46,3.45,4.41,0.29,0.41
,,,PHH6AAA0720,8.8,7.19,-1.15,1.06,1.81,2.15,2.15,2.8,4.4,5.35,1.01,0.71
,,,PHH6AAA0920,34.71,18.34,-3.83,3.78,0.77,-1.09,1.18,4.69,6.96,8,3.39,1.04
,,,PHH6AAA1101,12.2,12.44,-1.96,3.01,-0.86,-1.47,-5.99,7.78,9.83,10.1,1.81,0.86
WSAWB20,UMC-QC-59K,033*33.3*TM860 * A-561*Wire-03*0203*22050302,PCIHMAD0120,8.15,6.6,-0.4,0.8,2.71,4.24,4.53,1.56,3.19,3.56,0.8,0.45
2022/5/4 01:56,PCIHMAD,,PCIHMAD0320,8.57,8.07,-1.11,0.67,3.24,4.04,4.27,2.61,5.03,6.77,0.5,0.65
,,,PCIHMAD0620,8.42,7.29,-1.27,0.69,1.93,2.83,3.87,2.46,3.96,5.53,0.68,0.67
,,,PCIHMAD0820,8.61,7.55,-1.2,0.78,-0.6,0.81,1.81,1.97,3.86,5.05,0.78,0.63
,,,PCIHMAD1120,7.65,7.25,-1.05,0.86,-2.11,-2.11,-2.11,2.65,5.27,5.89,0.65,0.86
,,,PCIHMAD1301,7.78,10.73,-1.54,1.27,-1.98,-1.98,-1.98,9.13,11.2,11.2,1,1.27
WSAWB20,GIE-QC-A6F,032*30.3*TM860 * A-552*Wire-02*0005*22050203,PFD19AH0120,7.98,7.03,-0.64,1.52,2.9,4.1,4.1,1.66,5.62,6.21,0.61,1.52
2022/5/3 10:58,PFD19AH,,PFD19AH0320,8.06,5.86,-0.6,1.16,2.43,3.12,3.12,2.68,5.21,6.02,0.48,1.16
,,,PFD19AH0520,7.71,5.57,-1.02,1.06,2.05,2.05,2.05,1.92,4.74,5.56,0.47,1.06
,,,PFD19AH0720,8.59,6.2,-1.69,1.15,1.13,-1.62,-1.72,1.68,4.79,5.36,0.86,1.15
,,,PFD19AH0920,8.22,7.05,-1.52,1.32,-1,-1.32,-2.25,1.56,5.91,6.09,0.54,1.32
,,,PFD19AH1108,8.43,7.27,-1.6,1.18,-1.52,-1.99,-2.13,3.74,6.56,6.56,0.61,1.18
WSAWB20,NXC-QC-03B,031*30.9*TM860 * A-542*Wire-01*0103*22050201,PHE70AA0120,8.15,5.84,0,0.69,3.56,4.26,4.8,-1.3,2,3,0.37,0.62
2022/5/2 19:57,PHE70AA,,PHE70AA0320,8.62,5.9,-0.34,0.9,3.28,4.52,4.55,2.17,3.62,5.48,0.49,0.8
,,,PHE70AA0520,7.76,5.41,-0.75,0.82,2.94,3.19,4.12,2.32,3.61,5.41,0.37,0.67
,,,PHE70AA0820,7.47,6.76,-0.81,0.74,1.35,1.35,1.73,1.93,3.66,4.2,0.36,0.56
,,,PHE70AA1020,7.85,7.32,-0.96,0.86,-0.98,-1.53,1.7,2.36,5.46,5.55,0.49,0.8
,,,PHE70AA1208,10.42,6.91,-1.49,1.46,1.2,2.27,2.79,7.75,8.1,8.1,0.64,1.46
WSAWB20,DEV-QC-56P,020*28.4*TM860 * A-533*Wire-03*0005*22050102,PFD17AD0120,8.7,7.98,-0.44,1.15,2.95,2.95,2.95,2.02,6.72,6.87,0.29,1.15
2022/5/2 05:41,PFD17AD,,PFD17AD0320,8.65,8.14,-0.54,0.76,2.94,2.94,2.94,2.11,5.34,5.5,0.41,0.76
,,,PFD17AD0520,8.67,7.16,-0.43,0.72,1.53,1.53,-2.59,0.83,3.82,4.69,0.23,0.72
,,,PFD17AD0820,8.42,7.68,-1.22,0.68,-0.94,-2.92,-3.85,1.01,3.28,3.38,0.23,0.68
,,,PFD17AD0920,8.56,16.7,-1.32,1.05,-2.26,-4.54,-5.63,1.8,5.82,6.59,0.83,1.05
,,,PFD17AD1108,9.78,13.6,-2.52,1.53,-1.68,-1.9,4.44,8.29,9.77,9.77,1.53,1.12
WSAWB20,UMS-QC-09F,029*29*TM860 *New (P1) -847*Wire-02*0029*22050101,PFG7VAG0120,10.44,6.71,-0.71,0.48,2.14,2.81,2.81,1.25,3.08,3.57,0.24,0.48
2022/5/1 14:38,PFG7VAG,,PFG7VAG0320,9.89,7.47,-1.58,0.45,1.83,1.9,1.9,3,4.47,5.37,0.24,0.29
,,,PFG7VAG0520,9.89,6.21,-2.04,0.52,1.24,1.24,-1.46,2.31,3.78,4.88,0.2,0.3
,,,PFG7VAG0720,11.08,7.3,-2.4,0.5,-0.94,-1.94,-2.23,1.79,3.47,4.62,0.19,0.38
,,,PFG7VAG0920,10.38,8.66,-2.06,0.58,-2.11,-3.08,-4,3.32,5.69,6.81,0.24,0.39
,,,PFG7VAG1108,11.29,10.4,-2.44,0.5,-1.42,-1.89,-2.83,5.41,7.16,7.75,0.15,0.53
WSAWB20,TSM-QX-20H,027*30.3*TM860 * A-504*Wire-03*0005*22042902,PGA57AK0120,8.56,9.73,-0.94,1.21,2.93,3.09,3.31,2.64,7.53,8.75,0.49,1.21
2022/4/30 08:46,PGA57AK,,PGA57AK0320,8.97,9.21,-1.48,0.55,2.84,2.95,2.95,3.74,6.34,8.14,0.39,0.55
,,,PGA57AK0520,8.68,7.41,-1.93,0.59,1.89,1.89,1.89,3.05,4.93,7.16,0.34,0.59
,,,PGA57AK0820,8.69,7.43,-1.75,0.64,-0.89,-1.55,-2.16,0.85,3.08,3.73,0.25,0.63
,,,PGA57AK0920,9.55,11.07,-3.67,1.13,-1.89,-2.57,-3.55,-0.74,4.7,5.73,0.55,1.13
,,,PGA57AK1120,9.92,12.73,-2.88,1.01,-3.08,-3.27,-3.5,6.57,9.79,9.79,0.63,1.01
WSAWB20,DEV-QC-56P,028*30.8*TM860 * A-513*Wire-01*0103*22043002,PGA55AH0120,8.7,6.81,-0.45,1.07,2.96,3.22,3.22,-2.11,4.94,5.99,0.44,1.07
2022/4/30 23:38,PGA55AH,,PGA55AH0320,8.63,8.05,-0.69,0.77,3.27,3.65,3.65,1.28,3.37,5.5,0.49,0.77
,,,PGA55AH0520,8.81,6.27,-1.38,0.6,2.93,3.2,3.2,2.03,4.08,5.53,0.3,0.51
,,,PGA55AH0820,8.62,7.62,-1.46,0.53,0.87,-2.07,-2.9,2.23,3.92,4.34,0.3,0.53
,,,PGA55AH1020,15.31,10.03,-1.07,1.12,-2.41,-3.38,-5.53,3.49,7.83,8.26,1.07,1.12
,,,PGA55AH1201,8.87,8.79,-2.36,1.4,-1.16,-1.27,-1.27,7.78,8.22,8.22,0.47,1.4
WSAWB20,UMS-QC-07K,025*31*TM860 * A-483*Wire-01*0202*22024802,PFG7TAH0120,43,26.38,-2.91,2.8,2.28,2.63,3.87,1.87,6.58,7.9,2.24,1.17
2022/4/29 03:47,PFG7TAH,,PFG7TAH0320,9.5,6.57,-0.72,0.53,3.32,3.32,3.41,2.15,3.9,4.68,0.28,0.53
,,,PFG7TAH0520,8.43,5.5,-0.66,0.44,2.73,3.93,4.02,2.5,3.14,4.32,0.26,0.39
,,,PFG7TAH0820,9.47,6.02,-1.01,0.55,1.17,1.19,-1.21,2.07,3.36,3.98,0.41,0.55
,,,PFG7TAH1020,8.83,6.49,-1.16,1.08,-0.91,-1.87,-2.47,1.35,3.48,4.45,0.26,1.08
,,,PFG7TAH1208,9.71,12.18,-2.93,1.51,0.65,1.36,3.09,8.5,11.9,12.46,0.98,1.51
WSAWB20,UMS-QC-09F,026*33.5*TM860 * A-494*Wire-02*0072*22042901,PFG7RAE0120,27.09,33.24,-2.9,5.11,2.23,3.85,5.46,1.64,4.97,6.51,2.53,1.15
2022/4/29 18:20,PFG7RAE,,PFG7RAE0320,8.98,6.4,-0.63,0.38,3.36,5.27,6.18,2.24,2.81,3.83,0.26,0.44
,,,PFG7RAE0520,9.06,5.73,-0.9,0.37,2.88,5.1,5.79,1.85,2.12,2.13,0.34,0.46
,,,PFG7RAE0820,8.99,5.35,-1.43,0.35,1.08,1.46,1.46,2.16,2.16,2.17,0.15,0.32
,,,PFG7RAE1120,9.29,5.95,-1.34,0.78,-2.23,-2.28,-2.8,1.11,2.73,3.51,0.18,0.78
,,,PFG7RAE1308,10.54,12.92,-3.28,1.64,-1.01,-1.51,-1.51,6.43,10.23,10.86,0.3,1.64
WSAWB20,TSM-QX-20H,024*32.1*TM860 *New (P1) -789*Wire-03*0018*22042702,PJEW0AH0120,10.17,4.48,0.36,0.63,1.74,1.87,2.15,-2.01,-2.05,2.4,0.52,0.52
2022/4/28 11:33,PJEW0AH,,PJEW0AH0320,9.62,5,-0.25,0.51,1.97,2.2,2.58,3.68,3.68,3.68,0.5,0.57
,,,PJEW0AH0520,9.38,4.9,-0.63,0.5,0.43,1.34,1.34,2.56,2.7,2.7,0.5,0.42
,,,PJEW0AH0820,8.96,6.09,-0.92,0.49,-1.13,-1.44,-2.28,1.67,1.67,-2,0.24,0.48
,,,PJEW0AH1020,9.87,5.62,-1.01,0.64,-1.49,-2.06,-2.25,2.1,2.1,2.1,0.26,0.61
,,,PJEW0AH1208,10.5,8.26,-2.29,0.93,-1.58,-1.75,-1.75,3.04,5.98,6.1,0.39,0.94
WSAWB20,TSN-QX-GMF,023*32.4*TM860 *New (P1) -775*Wire-02*0003*22042701,PHIXBAH0120,9.86,7.19,-0.21,1.2,1.58,1.58,-2.06,1.88,2.53,3.12,0.51,1.2
2022/4/27 19:54,PHIXBAH,,PHIXBAH0320,9.2,5.25,-0.22,0.48,0.76,1.18,-1.45,3.04,3.04,3.04,0.46,0.48
,,,PHIXBAH0520,9.87,5.36,-0.8,0.58,-0.53,1.13,-1.29,2.33,2.42,2.42,0.57,0.56
,,,PHIXBAH0820,9.4,7.97,-1.16,0.51,-1.9,-2.29,-3.86,2.63,2.63,-2.91,0.24,0.51
,,,PHIXBAH1020,8.89,7.3,-1.26,0.56,-2.34,-3.17,-4.2,1.61,1.61,-2.3,0.39,0.56
,,,PHIXBAH1220,9.47,9.59,-2.42,0.9,0.39,1.05,1.05,5.5,7.9,8.75,0.5,0.9
WSAWB20,DEV-QC-60H,021*29.8*TM860 *New (P1) -750*Wire-03*0011*22042502,PHD9XAD0120,10.23,7.9,-0.21,0.76,0.89,-2.63,-3.52,1.96,3.49,3.8,0.19,0.76
2022/4/26 14:21,PHD9XAD,,PHD9XAD0320,10.49,8.2,-1.02,0.41,-0.75,-2.22,-3.24,2.43,2.43,2.43,0.31,0.28
,,,PHD9XAD0520,10.36,9.64,-1.59,0.39,-1.85,-3.45,-4.5,2.47,2.47,2.47,0.26,0.39
,,,PHD9XAD0720,10.63,12.88,-2.08,0.45,-2.78,-5.22,-7.17,2.35,2.35,2.35,0.3,0.29
,,,PHD9XAD0920,10.57,13.53,-2.27,0.39,-2.97,-6.25,-7.42,2.39,2.39,2.39,0.39,0.3
,,,PHD9XAD1120,11.81,12.2,-3.14,0.92,-1.59,-4.34,-4.99,9.47,11.34,11.46,0.47,0.95
WSAWB20,DEV-QC-57M,019*28.4*TM860 *New (P1) -782*Wire-01*0043*22042402,PHH5XAJ0120,9.66,7.98,0.16,1.08,0.96,-1.44,-3.24,-0.78,2.84,2.99,0.52,1.08
2022/4/25 09:05,PHH5XAJ,,PHH5XAJ0320,9.8,6.85,-0.68,0.54,-1.08,-1.8,-3.7,1.77,1.77,1.82,0.36,0.48
,,,PHH5XAJ0520,9.99,7.39,-0.91,0.46,-1.58,-1.83,-3.79,1.2,1.2,1.23,0.44,0.3
,,,PHH5XAJ0720,9.96,9.95,-1.21,0.55,-1.85,-3.39,-5.63,1.13,1.3,1.51,0.27,0.53
,,,PHH5XAJ0920,9.8,9.16,-1.89,0.39,-2.61,-3.92,-5.19,0.62,1.02,1.29,0.36,0.39
,,,PHH5XAJ1101,10.94,10.18,-2.76,0.73,-2.49,-3.5,-5.05,2.6,4.11,4.11,0.47,0.73
WSAWB20,DEV-QC-60H,020*29.7*TM860 *New (P1) -738*Wire-02*0007*22042502,PHD9XAA0120,10.02,6.45,0.11,0.78,1.21,1.72,-1.72,1.03,2.9,3.36,0.33,0.78
2022/4/25 23:46,PHD9XAA,,PHD9XAA0320,10.12,6.66,-1.09,0.37,1.04,1.45,-1.51,1.77,1.85,2.3,0.37,0.22
